id,name,age,badge,past_purchase_amt
10014,Thomas Bump,24,bronze,16.15
10015,Charlotte Riley,34,silver,164.62
10016,William Bohn,25,bronze,17.39
10017,Roger Butler,27,gold,25.78
10018,Deborah Thomas,24,silver,16.94
10019,Lura Griffin,32,bronze,23.55
10020,Trula Terrell,38,gold,65.32
10021,Kevin Baker,41,silver,8.22
10022,Pauline Hamilton,45,silver,25.05
10023,Lisa Stark,38,bronze,9.03
10024,Viola Swalley,31,gold,36.97
10025,Miriam Tucker,33,bronze,3107.0
10026,Crystal Bush,33,bronze,23.95
10027,Nickolas Melton,44,bronze,12.2
10028,Ernest Moore,43,silver,12.93
10029,Antony Nagle,43,gold,23.48
10030,Shawn Parsons,34,bronze,10.620000000000001
10031,Greg Bodi,37,silver,13.57
10032,James Wilson,38,silver,54.8
10033,Eldon Rawlings,33,gold,14.82
10034,Charles Berger,42,bronze,29.78
10035,Daniel Hernandez,43,bronze,84.75
10036,Daniel Powell,38,bronze,79.98
10037,Tammy Linton,34,bronze,5.01
10038,Darcy Wilson,41,silver,5.09
10039,Daniel Barton,43,silver,24.08
10040,Ruby Wininger,38,silver,8.71
10041,David Conn,39,silver,10.15
10042,Michael Gomez,29,gold,25.92
10043,Gladys King,35,silver,240.24
10044,Doris Bell,34,silver,9.15
10045,Kirk Guy,43,silver,20.439999999999998
10046,Sarah Totman,40,bronze,11.129999999999999
10047,Jeff Torrence,43,silver,13.55
10048,Kevin Miller,41,gold,120.28
10049,Barry Mcallister,27,gold,21.75
10050,Walter Franklin,32,silver,37.33
10051,Albert White,39,bronze,11.84
10052,Donald Andreason,38,gold,8.08
10053,Floyd Schantz,30,silver,42.35
10054,Kevin Reid,38,gold,17.57
10055,Robert Dessert,41,bronze,32.370000000000005
10056,Sharon Harris,40,bronze,1791.1
10057,Donald Matsuno,35,bronze,18.97
10058,Michael Tweed,44,gold,23.78
10059,Doretha Fernandez,40,bronze,80.63
10060,Michael Messler,44,silver,164.32
10061,Deborah Vashaw,38,bronze,9.17
10062,Carolyn Bennett,43,silver,43.3
10063,Lydia Worton,41,silver,34.86
10064,Travis Kennedy,36,bronze,17.68
10065,Constance Evans,31,silver,49.63
10066,Sara Evans,36,silver,7.72
10067,Stephen Derr,35,gold,84.9
10068,Zachary Richter,36,silver,32.15
10069,Sam Green,35,silver,7.26
10070,Jerry Humphries,37,bronze,10.19
10071,Joseph Nolton,42,silver,16.990000000000002
10072,Regina Terry,29,bronze,111.59
10073,Luis Short,20,bronze,16.009999999999998
10074,Daniel Harris,44,silver,12.719999999999999
10075,Julie Moody,37,bronze,60.3
10076,Jillian Carney,34,bronze,8.28
10077,Rich Gilbert,40,gold,23.7
10078,Nita Cornett,38,silver,42.83
10079,Edward Pierce,30,gold,7.06
10080,Casey Hightower,29,gold,17.880000000000003
10081,Emma Turner,38,bronze,106.09
10082,Joyce Wegman,28,bronze,16.1
10083,Carl Weiss,39,bronze,44.51
10084,Cecil Ruby,35,silver,21.439999999999998
10085,Kevin Cooper,41,bronze,9.78
10086,Janice Craig,20,bronze,9.6
10087,Pamela Parker,28,bronze,6.73
10088,Rudolph Hernandez,30,bronze,18.61
10089,Christopher Blankenship,26,silver,57.81
10090,Sherron Dunn,41,bronze,1357.87
10091,Joe Kraemer,37,silver,9.98
10092,Benjamin Lewis,26,silver,10.19
10093,Taylor Wood,39,silver,13.92
10094,Jeffrey Jarrett,29,bronze,5116.6
10095,Michelle Ulloa,39,bronze,7.1
10096,Marion Ryan,26,bronze,6.36
10097,James Anderson,27,bronze,11.7
10098,Williams Nelson,23,bronze,9.7
10099,Gilbert Laporte,24,gold,25.24
10100,Amy Murphy,33,silver,8.16
10101,Prince Engle,38,silver,37.82
10102,Diane Sons,40,bronze,8.79
10103,Abraham Finn,26,gold,40.93
10104,Carole Smith,38,silver,1009.44
10105,Emma Baugh,32,bronze,9.29
10106,John Brill,42,silver,28.89
10107,Nathan Johnson,38,silver,6.08
10108,Beulah Orton,42,bronze,10.6
10109,Joseph Spear,24,gold,15.27
10110,Randi Amidon,39,gold,10.53
10111,Hilary Fields,37,bronze,9.07
10112,Deborah Delatorre,42,silver,12.469999999999999
10113,Regina Alvarez,31,bronze,10.49
10114,Karen Suttles,29,silver,31.36
10115,Maria White,37,bronze,10.84
10116,Marguerite Hernandez,35,bronze,27.76
10117,Lillie Casper,23,bronze,54.49
10118,Mary Carver,39,bronze,14.48
10119,Rebecca Young,31,bronze,20.619999999999997
10120,Eugene Bell,34,bronze,35.879999999999995
10121,Andrew Nerney,25,bronze,25.13
10122,Aaron Wagoner,40,bronze,18.95
10123,Noemi Grazier,27,silver,119.42
10124,Michelle Martin,27,silver,52.09
10125,John Russell,42,bronze,47.36
10126,Jason Metheny,45,gold,22.54
10127,Janie Wysocki,33,gold,294.89
10128,Leonard Cleveland,41,gold,10.620000000000001
10129,Daniel Martin,41,silver,65.13
10130,Francesca Rivas,41,bronze,8.86
10131,Juana Rodriguez,28,silver,32.56
10132,Betty Jenkins,31,bronze,36.18
10133,Jennifer Browne,25,bronze,41.35
10134,James Samuel,36,gold,14.09
10135,Irmgard Price,42,gold,27.89
10136,Gladys Bish,43,silver,17.310000000000002
10137,Bertha Mastoris,40,gold,35.25
10138,Anthony Tsang,38,bronze,319.4
10139,David Richardson,39,bronze,8.08
10140,Alice Hall,39,silver,23.09
10141,Steven Burnside,40,gold,100.64
10142,James Benson,37,silver,9.19
10143,Maria Hale,44,silver,109.89
10144,Virginia Camren,24,bronze,25.41
10145,Rose Fields,27,bronze,49.6
10146,Matthew Myers,20,gold,14.28
10147,Terra Stock,38,gold,97.51
10148,Kathy Boyte,22,bronze,8.35
10149,Charlene Strong,27,silver,18.2
10150,Joe Rivera,31,bronze,35.2
10151,Anne Gunn,36,bronze,11.68
10152,Edward Clark,23,bronze,19.03
10153,Terry Hutchins,33,silver,12.73
10154,Carline Choiniere,23,bronze,11.559999999999999
10155,Merrilee Riddick,31,gold,63.02
10156,Louis Fuqua,45,silver,32.879999999999995
10157,Socorro Abram,33,silver,54.4
10158,Lillian Pettiford,36,bronze,2260.16
10159,Dawn Choate,45,silver,13.64
10160,Rose Curley,37,bronze,9.13
10161,Brian Spannaus,40,bronze,8.92
10162,Betty Thomas,39,bronze,5.47
10163,Royce Phillips,43,silver,103.16
10164,Douglas Barton,30,silver,24.84
10165,Jose Atkinson,42,bronze,636.2
10166,Eugene Cashman,41,gold,10.08
10167,Francis Stanton,41,bronze,52.65
10168,Stacy Navarro,41,bronze,9.42
10169,Ernest Forbes,34,bronze,61.76
10170,Mildred Moon,28,bronze,12.79
10171,Tommy Harritt,36,silver,87.19
10172,Ruth Evans,33,bronze,20.9
10173,Jennie Galante,35,gold,395.64
10174,Linda Jones,40,silver,2327.46
10175,Janet Morales,45,bronze,20.75
10176,Hazel Morris,30,bronze,5.01
10177,Leigh Auld,27,bronze,16.740000000000002
10178,Richard Spirko,30,bronze,37.41
10179,James Right,37,bronze,47.91
10180,Cory Vernon,36,silver,35.18
10181,Luann Squire,35,silver,21.67
10182,Robert Tabisula,28,gold,9.57
10183,Inez Ayers,35,silver,9.11
10184,Terri Kirby,45,silver,19.310000000000002
10185,Christopher Smith,32,silver,37.16
10186,Cheri Farmer,37,bronze,61.35
10187,Loretta Valadez,30,bronze,10.65
10188,Sherry Mcnear,24,bronze,8.55
10189,Elizabeth Kelly,42,bronze,15.26
10190,Roger Osborne,39,gold,24.0
10191,Lorraine Eversoll,36,bronze,7.02
10192,Susan Leader,24,silver,1017.77
10193,Dolly Losey,33,bronze,165.05
10194,Marc Cowell,33,gold,37.730000000000004
10195,Helen Buchholz,34,silver,17.3
10196,Gavin Blake,40,bronze,20.759999999999998
10197,Elizabeth Hicks,24,silver,8.370000000000001
10198,Debra Jones,31,bronze,10.27
10199,Bertha Willis,34,gold,42.19
10200,Mary Zarate,37,bronze,600.73
10201,Veda Stone,32,bronze,79.95
10202,Tommy Stoica,37,bronze,43.42
10203,Richard Arango,33,silver,56.68
10204,Billy Chun,29,silver,21.189999999999998
10205,Alonzo Wolley,32,silver,13.05
10206,Elias Mccoy,31,gold,10.72
10207,Janella Peterson,39,bronze,26.59
10208,Michael Hill,40,gold,8.83
10209,Marco Wenstrom,39,silver,57.07
10210,Dustin Winston,30,silver,33.95
10211,Peggy Florence,36,bronze,45.59
10212,Claire Reynolds,32,bronze,7.04
10213,Marsha Crowley,29,silver,11.91
10214,David Young,34,silver,9.51
10215,Tiffany Garcia,45,silver,34.93
10216,Sharon Decker,39,bronze,19.8
10217,Brandon Weis,37,bronze,3336.96
10218,Susan Gilliam,46,silver,10.91
10219,Stephanie Bray,38,silver,81.0
10220,Grover Hanson,42,bronze,7.1
10221,Jan Regan,25,bronze,24.0
10222,Evelyn Bouchard,41,silver,18.07
10223,Martha Bellamy,42,silver,14.559999999999999
10224,Dennis Holcomb,40,silver,76.49
10225,Stephen Gill,38,bronze,14.559999999999999
10226,Shannon Hong,31,bronze,314.85
10227,Bonnie Alfred,23,bronze,22.72
10228,Kyle Kain,30,bronze,9.28
10229,Charles Dortch,37,bronze,96.82
10230,Daryl Forrest,45,silver,24.98
10231,Leo Farr,43,silver,92.5
10232,Rhonda Riley,31,silver,94.23
10233,Lisa Malaspina,33,bronze,91.23
10234,Jeffrey Brandt,22,bronze,130.37
10235,David Henry,40,bronze,7.2
10236,James Barnes,23,silver,70.15
10237,Monique Wilcutt,29,bronze,7.29
10238,Barbara Watkins,41,gold,26.14
10239,Jennifer Ross,33,silver,10.04
10240,David Kropf,42,bronze,35.04
10241,Ronny Davis,39,gold,45.34
10242,Daniel Joubert,37,bronze,165.69
10243,Cliff Caston,41,bronze,24.869999999999997
10244,David Marion,42,silver,32.65
10245,Beverly Stephenson,24,gold,17.53
10246,Nick Mcclurkin,41,bronze,32.85
10247,Ruben Sydow,36,silver,25.58
10248,Mina Stillman,35,silver,36.09
10249,David Knight,34,silver,8.24
10250,Gina Allen,21,bronze,6.08
10251,Lillie Harrington,33,gold,26.4
10252,Steven Folse,32,bronze,49.14
10253,Carolyn Rone,33,silver,8.1
10254,Francis Baker,45,bronze,47.26
10255,Michelle Morales,32,silver,10.1
10256,Jordan Haller,39,gold,6.4
10257,Alice Watkins,36,bronze,27.68
10258,Ethel Allen,34,bronze,14.96
10259,Elizabeth Carrero,45,silver,17.09
10260,Doris Chamberlin,32,silver,39.28
10261,William Humphrey,38,bronze,45.23
10262,Elma Peterson,43,silver,139.33
10263,Jennifer Fleming,38,bronze,12.75
10264,Thea Bradley,41,bronze,13.15
10265,Travis Thomson,30,bronze,9.96
10266,Peter Owens,33,bronze,63.77
10267,Iris Stafford,40,bronze,33.7
10268,Angel Dipippo,43,silver,65.41
10269,Rose Costello,35,bronze,58.58
10270,Savannah Mackenzie,33,bronze,5.83
10271,Andrew Turner,22,gold,9.97
10272,Rebecca Hansen,29,bronze,12.0
10273,Sharon Ford,41,gold,86.63
10274,Barton Salais,27,gold,6.62
10275,Donald Bennett,34,silver,7.08
10276,Sam Macy,31,silver,34.89
10277,Melissa Durbin,45,silver,37.69
10278,Dorothy White,45,silver,128.51
10279,Roger Eury,41,bronze,15.75
10280,Anna Putt,41,silver,68.72999999999999
10281,Andrew Butler,41,bronze,7.05
10282,Brian Percival,42,silver,7.78
10283,Donald Wagnon,37,silver,7.4
10284,Hugh Tyson,40,bronze,15.01
10285,Lakisha Jacobson,30,bronze,31.33
10286,Roy Terracina,41,bronze,10.71
10287,Ryan Johnson,21,gold,8.37
10288,Martin Main,24,bronze,59.96
10289,Joseph Grimm,35,bronze,16.240000000000002
10290,Evelyn Shuler,38,bronze,6.15
10291,Esperanza Graham,30,silver,42.31
10292,Sammy Brantley,22,bronze,7.66
10293,Stacy Bolling,39,gold,1281.09
10294,Sandra Tower,40,gold,730.05
10295,Judi Stiffler,26,bronze,20.0
10296,Annie Fitzgerald,32,silver,45.17
10297,Gregg Gomez,31,silver,271.39
10298,Anne Williamson,38,bronze,2147.92
10299,Mary Krupa,26,bronze,33.5
10300,Howard Desantis,38,bronze,185.34
10301,Mary Bulter,40,silver,13.78
10302,Gracie Fischer,30,bronze,10.14
10303,William Denton,39,bronze,10.63
10304,Christian Hesterman,40,bronze,9.1
10305,William Cribb,34,bronze,11.2
10306,Margie Avilla,36,silver,1123.28
10307,Ruby Still,21,bronze,12.719999999999999
10308,Retha Cernota,45,bronze,14.56
10309,Stephen Lee,41,gold,11.67
10310,Dennis Mcrae,33,bronze,7.05
10311,Mark Caddell,34,bronze,7.01
10312,James Robinson,38,gold,44.42
10313,Gina Sokol,41,gold,16.9
10314,Humberto Lewis,42,bronze,54.55
10315,Ann Gordon,37,silver,23.83
10316,Jeanette Chan,45,silver,15.45
10317,Natosha Sawyer,40,silver,11.35
10318,Paula Johnston,21,gold,229.5
10319,Brett Logan,38,bronze,62.06
10320,Bobbie Thompson,34,silver,15.5
10321,John Matson,20,bronze,10.89
10322,Ernest Mclaughlin,32,bronze,8.23
10323,Carol Holloman,40,bronze,12.370000000000001
10324,Ruth Helwig,27,bronze,23.39
10325,Dustin Banks,31,bronze,35.8
10326,Gary Smith,40,bronze,44.47
10327,Patricia Lanier,41,bronze,6.49
10328,Larry Craven,34,silver,9.59
10329,Garrett Demers,23,gold,6.64
10330,Marcus Vinson,31,bronze,923.54
10331,Joseph Horsley,28,bronze,6.34
10332,Pamela Dutton,30,silver,16.619999999999997
10333,Heidi Abell,38,bronze,9.39
10334,Robert Gottfried,27,bronze,11.24
10335,Marie Fleming,33,silver,10.52
10336,Steve Norton,38,bronze,10.51
10337,Ronald Hoffman,38,gold,13.59
10338,Lauren Kramp,45,bronze,108.59
10339,Tony Thurgood,40,silver,398.61
10340,Carol Gonzalez,41,bronze,7.16
10341,Nick Manciel,35,gold,53.62
10342,Jean Wright,33,bronze,29.7
10343,Myles Cota,29,bronze,11.879999999999999
10344,Daniel Capps,42,bronze,51.31
10345,Marilyn Williamson,30,bronze,18.6
10346,Shannon Lei,32,silver,24.34
10347,Dennis Orrick,45,silver,51.11
10348,Paul Bremer,45,bronze,65.7
10349,Dillon Boyd,45,gold,31.46
10350,Alma Kane,39,gold,15.74
10351,Albert Flythe,37,bronze,32.08
10352,Edward Garraway,30,bronze,13.219999999999999
10353,Stephen Houser,28,bronze,1309.32
10354,Gary Trout,36,gold,9.1
10355,Helen Saldivar,33,silver,26.18
10356,Joel Farlow,37,bronze,15.73
10357,Linda Bazile,38,gold,1824.44
10358,Leopoldo Mckay,34,bronze,124.19
10359,Rosalie Gibson,41,bronze,13.57
10360,Martha Snoke,35,bronze,8.0
10361,Josefina Rosenthal,32,bronze,64.88
10362,Marc Brown,21,bronze,9.11
10363,Jeffery Abruzzino,45,gold,21.03
10364,Alica Delaney,26,gold,10.39
10365,Darwin Pham,40,bronze,287.68
10366,Michael Bush,23,bronze,1601.3
10367,Hector Edwards,31,bronze,10.8
10368,Bobbie Poremski,33,silver,11.59
10369,Patricia Swift,38,bronze,1273.6
10370,Keith Arevalo,21,silver,32.75
10371,Judy Maisey,34,gold,19.71
10372,Louise Sloane,35,bronze,19.7
10373,Yvonne Cook,34,silver,9.23
10374,Regina Smith,32,bronze,26.07
10375,Blanche Greer,36,bronze,10.13
10376,Jerry Kapinos,33,bronze,101.09
10377,Holly Catoe,32,gold,6.04
10378,Richard Slaughter,29,bronze,209.06
10379,Karen Hobson,30,bronze,17.83
10380,Alberta Knox,34,bronze,61.97
10381,Alan Carr,39,bronze,520.74
10382,Jane Presler,38,bronze,12.79
10383,Pedro Murphy,25,bronze,6.4
10384,Tanner Harkins,41,bronze,9.79
10385,Sam Sawchuk,24,bronze,7.21
10386,John Johnson,33,bronze,16.98
10387,Eugene Mills,35,silver,36.61
10388,Christopher Staubin,41,silver,20.3
10389,Martha Strong,21,bronze,382.25
10390,Margaret Alarcon,31,bronze,55.55
10391,Darryl Morgan,41,bronze,9.67
10392,Jared Bode,30,bronze,42.0
10393,Thomas Reilly,40,gold,25.189999999999998
10394,Janet Klase,29,bronze,8.03
10395,Laverna Hill,38,bronze,21.34
10396,Eliana Goss,23,silver,9.18
10397,Gwen Stoeckel,20,bronze,30.13
10398,Fiona Herrman,33,bronze,25.21
10399,Esther Dagostino,41,bronze,15.58
10400,Nicole Warren,40,bronze,8.07
10401,Christopher Antonio,35,silver,193.11
10402,Michael Williams,36,bronze,9.61
10403,Jorge Brueggeman,35,bronze,5.14
10404,Joseph Wiliams,19,gold,173.62
10405,Susanna Manning,38,silver,221.42
10406,Ruth Weber,29,bronze,9.33
10407,Jeffrey Moore,29,bronze,13.96
10408,Pearl Stewart,40,silver,16.490000000000002
10409,Roy Toller,44,bronze,11.809999999999999
10410,Esther Byrnes,39,bronze,6.5
10411,Sharon Rigsby,43,silver,22.9
10412,Stephanie Juarbe,46,bronze,27.04
10413,Heather Linder,28,bronze,8.81
10414,Nancy Sanders,40,bronze,18.810000000000002
10415,Christine Wagner,44,gold,11.190000000000001
10416,Beverly Valez,40,bronze,47.45
10417,Helen Crossno,42,silver,40.129999999999995
10418,Amber Kida,41,bronze,16.759999999999998
10419,Orville Weyers,22,gold,4871.62
10420,Stephanie Galentine,40,bronze,6.5600000000000005
10421,Wesley Owens,36,silver,668.68
10422,Irene Holt,35,bronze,2277.27
10423,Beverly Paul,33,bronze,8.14
10424,Felicia Arendt,43,bronze,17.57
10425,Benjamin Mcclanan,43,bronze,23.3
10426,Mary Harris,33,bronze,251.26
10427,Jason Kosse,39,bronze,56.66
10428,Della Autry,40,bronze,46.65
10429,Frances Sanchez,45,silver,14.86
10430,John Loveall,28,bronze,27.69
10431,Ronald Shiner,35,gold,14.05
10432,Bonnie Livingston,30,bronze,25.28
10433,Earl Valdes,23,silver,12.58
10434,Allen Leal,39,silver,19.14
10435,Jimmy Posey,36,silver,19.47
10436,Alma Beasley,41,silver,27.9
10437,Dorothy Mcdonald,40,bronze,13.95
10438,Mark Cruz,41,bronze,14.2
10439,Lessie Cornelia,29,silver,19.34
10440,Wendi Jones,41,silver,61.81
10441,Sheri Haley,40,bronze,109.41
10442,Martin Carper,37,bronze,49.81
10443,Ann Murray,42,gold,20.880000000000003
10444,Clara Oneal,23,bronze,23.15
10445,Jessica Wilder,34,bronze,8.31
10446,Nathaniel Barela,34,silver,18.93
10447,Carole Mchugh,38,silver,4643.68
10448,Myra Shaddix,27,gold,6.92
10449,Ruth Scoby,45,silver,12.45
10450,David Curtis,41,bronze,10.370000000000001
10451,Lance Burkett,35,bronze,10.23
10452,Jerry Colanero,33,bronze,13.46
10453,Rebecca Vizza,41,bronze,11.32
10454,Danial Easter,41,bronze,11.04
10455,Jesse Washington,32,silver,20.2
10456,Roberto Williams,39,gold,7.09
10457,Dewayne Singleton,38,gold,27.77
10458,Andrew Brown,36,bronze,11.57
10459,Nicole Ward,46,gold,22.2
10460,Michael Clyne,26,bronze,13.4
10461,Brendan Shay,35,silver,86.31
10462,Doris Lindberg,23,bronze,5.1
10463,Beverly Bowser,32,silver,8.19
10464,Maureen Miller,29,bronze,14.870000000000001
10465,Betty Hines,37,gold,8.23
10466,David Jones,45,gold,25.96
10467,Cynthia Lopez,35,silver,49.7
10468,Aaron Yearout,37,bronze,8.16
10469,Rosemary Banks,38,silver,53.28
10470,Christal Bryson,41,bronze,188.25
10471,Jennifer Selman,37,gold,126.18
10472,Marie Lundgren,28,bronze,39.72
10473,Larry Brazile,30,bronze,50.17
10474,Lori Her,42,bronze,6.01
10475,Philip Allen,35,bronze,12.7
10476,Jennifer Kling,41,gold,54.08
10477,Beth Porter,38,silver,17.55
10478,Tami Pigg,40,bronze,16.98
10479,Hong James,25,bronze,12.54
10480,Allison Dominguez,41,bronze,9.46
10481,Roger Woods,33,bronze,28.08
10482,Otis Campbell,45,silver,63.29
10483,James Burke,35,silver,28.97
10484,Glenda Lipsey,34,silver,41.93
10485,Denise Rosales,35,gold,25.47
10486,Colette Gittens,35,bronze,10.64
10487,Patricia Boyd,41,silver,9.25
10488,Eddie Jette,42,silver,340.14
10489,Rodney Chambers,41,silver,46.19
10490,Dora Wilkinson,42,bronze,49.93
10491,Jarrod Vermillion,22,silver,63.64
10492,Ivey Moore,38,bronze,5.3
10493,Fernando Espinal,41,bronze,20.240000000000002
10494,Helen Edwards,34,silver,49.91
10495,Amy Cobb,36,silver,43.88
10496,Michael Whalen,33,silver,21.9
10497,Nelson Holder,35,silver,11.98
10498,Natasha Cohen,35,bronze,27.53
10499,Jane Parker,40,gold,5.82
10500,Paul Stiteler,27,bronze,8.05
10501,Jenna Doyle,44,bronze,59.92
10502,Vera Radebaugh,32,bronze,11.4
10503,Edwin Carter,41,gold,25.0
10504,Ian Sine,21,bronze,67.11
10505,Thomas Levy,31,bronze,13.08
10506,Ryan Milewski,28,bronze,393.49
10507,Sabrina Ortiz,28,silver,30.16
10508,Paul Meister,30,bronze,24.09
10509,Charlotte Forbes,33,gold,17.33
10510,Michael Brumleve,33,silver,53.3
10511,Theresa Cruz,31,bronze,24.22
10512,Randy Melton,43,silver,26.89
10513,Brendan Larose,23,bronze,52.76
10514,Regina Oneal,19,gold,96.38
10515,Howard Jenkins,36,gold,10.81
10516,Joshua Friedly,36,bronze,14.95
10517,Joshua Harwell,38,gold,18.759999999999998
10518,Thomas Deitz,24,gold,812.5
10519,Linda Johnson,32,bronze,9.11
10520,Harold Watson,42,silver,18.28
10521,Racheal Williamson,30,gold,16.3
10522,Eliseo Zahri,45,silver,168.59
10523,Diane Highfill,33,gold,20.07
10524,Gilberto Olsen,40,bronze,180.0
10525,Diane Estrada,38,gold,12.5
10526,Maria Campbell,41,bronze,15.01
10527,John Almanza,36,bronze,28.07
10528,Maria Delong,35,silver,6.21
10529,Kevin Arguelles,41,bronze,604.65
10530,Mona Sauter,43,bronze,12.36
10531,Richard Kettler,37,bronze,10.07
10532,Dee Hammond,32,silver,22.05
10533,Efrain Horton,26,bronze,65.28999999999999
10534,Sylvia Mason,41,bronze,21.65
10535,Betty Nielsen,29,bronze,12.14
10536,Sean Merhar,23,gold,41.33
10537,Donna Green,38,bronze,138.38
10538,Shirley Flowe,37,silver,15.0
10539,Jill Mekee,37,bronze,574.04
10540,Allison Mcclure,30,bronze,26.43
10541,Melissa Douglas,24,bronze,9.13
10542,Byron Thompson,41,gold,15.13
10543,Thomas Terry,39,silver,38.67
10544,William Mcconnell,39,silver,45.29
10545,Patricia Burns,36,bronze,9.33
10546,Trent Young,33,silver,28.74
10547,Eliza Turpin,32,silver,9.95
10548,Mack Kline,39,bronze,27.31
10549,Sam Miller,24,bronze,195.44
10550,Lynette Lusk,43,gold,13.030000000000001
10551,Robert Medina,41,gold,26.82
10552,Linda Cason,42,silver,37.34
10553,John Proctor,41,bronze,15.13
10554,Paul Hicks,43,silver,16.259999999999998
10555,Rebecca Moreland,39,silver,12.64
10556,Elena Mathis,42,bronze,86.9
10557,Olympia Mccarter,30,bronze,10.08
10558,Seth Owens,31,gold,19.45
10559,Mary Barette,36,bronze,11.78
10560,Samuel Capello,27,silver,10.73
10561,Taylor Chapman,42,bronze,139.09
10562,James Carter,35,gold,31.34
10563,Glenda Mullen,30,silver,11.780000000000001
10564,Pamela Cox,41,bronze,50.53
10565,Mary Szychowski,29,gold,50.99
10566,Lisa James,37,silver,48.27
10567,Leslie Irizarry,39,silver,204.29
10568,Vanessa Hendry,22,silver,93.06
10569,Collin Holland,23,gold,49.07
10570,Jose Winters,29,silver,18.41
10571,Mitchel Jack,27,silver,27.74
10572,Mark Mejia,35,bronze,37.53
10573,Brenda Walker,35,bronze,15.81
10574,Monica Decicco,24,bronze,16.34
10575,Molly Brown,39,bronze,45.6
10576,Shari Juarbe,29,silver,33.85
10577,Vita Garoutte,45,silver,30.25
10578,Rodger Loos,39,silver,47.49
10579,Tammy Miles,35,silver,71.27
10580,Roberta Bednar,40,bronze,8.73
10581,David Britt,46,silver,20.740000000000002
10582,Roberta Sweeney,40,bronze,7.05
10583,Doug Hazlewood,36,silver,53.19
10584,Irving Frank,35,bronze,293.93
10585,Jose Appleton,39,bronze,11.41
10586,Larry Henson,36,bronze,11.07
10587,Russell Roeber,36,bronze,9.18
10588,Christine Bray,43,gold,20.32
10589,Esteban Casey,39,bronze,11.280000000000001
10590,Rose Wilson,43,bronze,11.89
10591,Perry Griggs,24,silver,21.24
10592,Martha Ruiz,40,silver,16.0
10593,Lillian Mraz,32,silver,47.15
10594,Phillip Vazquez,44,silver,14.219999999999999
10595,Brenda Stephan,42,bronze,19.08
10596,Sara Buikema,40,bronze,183.3
10597,Candace Johnson,44,silver,28.83
10598,Catherine Otero,25,silver,17.16
10599,Kristopher Samaniego,42,silver,13.85
10600,John Sweeten,35,silver,9.89
10601,Steven Whittington,35,silver,20.939999999999998
10602,Rafael Kelly,28,silver,62.28
10603,Joseph Hier,41,bronze,11.07
10604,Cynthia Connell,29,gold,222.29
10605,Mack Cruse,27,bronze,61.78
10606,Julius Maroney,39,gold,31.09
10607,Thomas Laday,33,bronze,43.32
10608,Jayson Ballance,26,silver,31.27
10609,Anthony Fontenot,40,bronze,9.8
10610,Jane King,44,bronze,15.86
10611,Stephen Girouard,21,gold,8.33
10612,Karen Moody,36,silver,27.82
10613,Andrew Icardo,38,bronze,10.93
10614,Luis Bristle,40,bronze,430.36
10615,Priscilla Thornton,35,gold,13.7
10616,Katrina House,32,bronze,10.780000000000001
10617,Jimmy Runk,27,bronze,631.16
10618,Lonnie Harvey,36,silver,38.57
10619,Patricia Gonzalez,44,gold,48.95
10620,David Vasquez,39,bronze,204.0
10621,Teresa Zimmer,36,bronze,322.45
10622,Angelo Smith,38,bronze,75.89
10623,Sheila Glassman,33,bronze,13.9
10624,Margaret Lopez,38,bronze,121.01
10625,Clayton Morton,40,bronze,313.22
10626,Rebecca Kilgore,41,bronze,17.9
10627,Jesse Garnica,20,bronze,12.77
10628,Marlene Grimm,38,gold,15.63
10629,Teresa Hall,39,silver,54.48
10630,Susan Morales,40,bronze,16.5
10631,Barry Zinn,42,silver,132.36
10632,Brenda Blum,44,silver,47.32
10633,George Cantwell,34,bronze,8.1
10634,Ernest Chaisson,39,bronze,10.0
10635,Geraldine Duran,27,gold,24.18
10636,Jerry Cox,19,bronze,6.23
10637,Deanna Leavitt,41,bronze,16.44
10638,Nola Horne,27,bronze,7.15
10639,Travis Garfield,29,bronze,17.689999999999998
10640,Bernard Mason,26,gold,15.57
10641,Evelyn Roman,41,gold,26.76
10642,Lazaro Schmidt,20,bronze,16.18
10643,Fannie Martinez,28,gold,54.77
10644,Dennis Rush,33,gold,31.26
10645,Natalie Age,34,bronze,11.879999999999999
10646,Anthony Light,23,gold,21.439999999999998
10647,Betty Grooms,44,silver,19.84
10648,Katie Morris,27,gold,6.0
10649,Esther Wright,37,bronze,22.34
10650,Thaddeus Harper,37,bronze,14.58
10651,Pamela Reed,38,gold,9.56
10652,Christopher Bowman,44,silver,34.9
10653,Michael Nieves,27,bronze,5.42
10654,Joyce Morales,40,gold,70.58
10655,Henry Kerfoot,22,silver,34.07
10656,Annette Eskridge,29,gold,16.14
10657,Inez Ransom,24,gold,7.18
10658,Ann Martinez,34,gold,73.46
10659,James Monn,44,bronze,18.03
10660,Gloria Sappington,40,silver,67.81
10661,Peggy Jenkins,46,silver,48.3
10662,Wendy Foust,37,bronze,3571.56
10663,Brian Bosch,27,bronze,6.4
10664,Dorothy Simmons,26,bronze,6.8100000000000005
10665,Lisa Sanchez,28,bronze,2409.49
10666,George Ruffo,41,bronze,50.89
10667,Howard Tyler,42,bronze,124.32
10668,Juan Ahrendt,19,silver,22.52
10669,Michael Macdonald,37,bronze,7.71
10670,Louise Farina,36,silver,10.02
10671,Regina Bayly,30,bronze,65.19
10672,Richard Mclin,36,bronze,45.42
